x,y,z
-0.07644,1.83456,9.32568
0.30576,1.911,8.48484
0.30576,1.911,8.48484
0.30576,1.911,8.48484
-0.07644,0.99372,8.86704
-0.07644,0.99372,8.86704
-0.07644,0.99372,8.86704
0.61152,1.68168,9.1728
0.61152,1.68168,9.1728
0.61152,1.68168,9.1728
-0.45864,1.60524,9.09636
-0.45864,1.60524,9.09636
-0.45864,1.60524,9.09636
-0.30576,1.29948,9.24924
-0.30576,1.29948,9.24924
-0.30576,1.29948,9.24924
0.3822,1.37592,8.56128
0.3822,1.37592,8.56128
0.3822,1.37592,8.56128
0,1.22304,8.7906
0,1.22304,8.7906
0,1.22304,8.7906
0,1.22304,8.7906
-0.30576,1.22304,8.48484
-0.30576,1.22304,8.48484
-0.30576,1.22304,8.48484
-0.07644,1.22304,9.32568
-0.07644,1.22304,9.32568
-0.07644,1.22304,9.32568
-1.22304,1.75812,9.40212
-1.22304,1.75812,9.40212
-1.22304,1.75812,9.40212
-0.61152,1.29948,9.1728
-0.61152,1.29948,9.1728
-0.61152,1.29948,9.1728
-0.22932,1.22304,9.63144
-0.22932,1.22304,9.63144
-0.22932,1.22304,9.63144
-0.45864,1.07016,8.63772
-0.45864,1.07016,8.63772
-0.45864,1.07016,8.63772
-0.30576,1.5288,8.0262
-0.30576,1.5288,8.0262
-0.30576,1.5288,8.0262
0,1.68168,8.71416
0,1.68168,8.71416
0,1.68168,8.71416
-0.45864,1.45236,8.56128
-0.45864,1.45236,8.56128
-0.45864,1.45236,8.56128
-0.53508,1.75812,10.5487
-0.53508,1.75812,10.5487
-0.53508,1.75812,10.5487
-0.45864,1.68168,9.01992
-0.45864,1.68168,9.01992
-0.45864,1.68168,9.01992
-0.61152,1.911,9.24924
-0.61152,1.911,9.24924
-0.61152,1.911,9.24924
-0.3822,1.5288,9.01992
-0.3822,1.5288,9.01992
-0.3822,1.5288,9.01992
0,1.1466,8.17908
0,1.1466,8.17908
0,1.1466,8.17908
-0.61152,1.60524,8.7906
-0.61152,1.60524,8.7906
-0.61152,1.60524,8.7906
